"","X","age","net","gun","sex","year","nruns","runs_again"
"4898",19940,39,78.08,80.5,"M",2003,5,TRUE
"4899",19945,30,100.2,103.8,"M",2002,3,FALSE
"4900",19948,49,71.57,72.08,"M",2004,3,FALSE
"4901",19951,50,NA,92.6,"M",2007,3,FALSE
"4902",19954,41,NA,81.68,"M",2007,3,FALSE
"4903",19957,32,NA,104,"M",2008,3,FALSE
"4904",19960,56,NA,75.02,"M",2007,3,FALSE
"4905",19963,48,91.77,94.28,"M",2004,7,TRUE
"4906",19970,67,94.5,95.48,"M",2002,6,TRUE
"4907",19976,62,98.13,99.93,"M",2001,5,TRUE
"4908",19981,33,94.15,99.8,"M",2005,5,TRUE
"4909",19986,45,NA,87.8,"M",2007,3,FALSE
"4910",19989,44,NA,80.38,"M",2008,3,FALSE
"4911",19992,35,98.67,103,"M",2003,3,FALSE
"4912",19995,39,100.5,102.4,"M",2004,5,TRUE
"4913",20000,49,86.07,89.57,"M",2002,6,TRUE
"4914",20006,52,75.2,75.48,"M",2001,7,TRUE
"4915",20013,40,NA,131.2,"M",2008,3,FALSE
"4916",20016,61,94.3,95.13,"M",2003,4,TRUE
"4917",20020,60,78.82,80.85,"M",2004,3,FALSE
"4918",20023,30,81.05,86.03,"M",2006,4,TRUE
"4919",20027,50,NA,88.72,"M",2008,3,FALSE
"4920",20030,46,92.68,94.9,"M",2001,3,FALSE
"4921",20033,48,55.93,55.93,"M",2006,5,TRUE
"4922",20038,37,72.28,73.15,"M",2003,3,FALSE
"4923",20041,49,82.48,88.63,"M",2002,3,FALSE
"4924",20044,38,89.65,92.25,"M",2004,3,FALSE
"4925",20047,50,NA,101.9,"M",2008,3,FALSE
"4926",20050,48,89.98,90.27,"M",2005,5,TRUE
"4927",20055,55,97.48,101.9,"M",2001,6,TRUE
"4928",20061,69,NA,114.8,"M",2008,3,FALSE
"4929",20064,38,NA,81.47,"M",2008,3,FALSE
"4930",20067,38,88.9,92.85,"M",2004,3,FALSE
"4931",20070,54,94.43,98.23,"M",2005,3,FALSE
"4932",20073,44,88.3,88.3,"M",2005,3,FALSE
"4933",20076,48,NA,70.05,"M",2008,3,FALSE
"4934",20079,47,69.92,69.98,"M",2001,5,TRUE
"4935",20084,49,72.87,76.1,"M",2001,10,TRUE
"4936",20094,30,64.73,65.75,"M",2001,4,TRUE
"4937",20098,51,85.68,95.22,"M",2005,6,TRUE
"4938",20104,67,103.5,106.1,"M",2004,5,TRUE
"4939",20109,33,93.32,98.92,"M",2006,4,TRUE
"4940",20113,51,89.12,89.22,"F",2005,5,TRUE
"4941",20118,30,NA,56.67,"M",2007,3,FALSE
"4942",20121,67,80.93,81.05,"M",2001,10,TRUE
"4943",20131,61,102.8,107.3,"M",2005,4,TRUE
"4944",20135,31,NA,78.42,"M",2007,3,FALSE
"4945",20138,40,97.63,101.8,"M",2001,5,TRUE
"4946",20143,54,67.52,67.55,"M",2001,9,TRUE
"4947",20152,36,59.5,59.5,"M",2003,4,TRUE
"4948",20156,62,97.85,99.48,"M",2002,8,TRUE
"4949",20164,54,83.02,84.33,"M",2002,3,FALSE
"4950",20167,34,82.5,90.02,"M",2005,4,TRUE
"4951",20171,33,54.28,54.43,"M",2001,8,TRUE
"4952",20179,44,73.02,73.43,"M",2005,4,TRUE
"4953",20183,46,NA,112.8,"M",2007,3,FALSE
"4954",20186,52,110.9,114.3,"M",2002,4,TRUE
"4955",20190,52,NA,128.8,"M",2007,4,TRUE
"4956",20194,33,57.7,57.75,"M",2005,5,TRUE
"4957",20199,27,109.7,111.1,"M",2001,4,TRUE
"4958",20203,38,NA,108.8,"F",2007,3,FALSE
"4959",20206,43,89.57,92.2,"F",2004,5,TRUE
"4960",20211,59,98.78,101.4,"F",2005,4,TRUE
"4961",20215,46,62.5,62.57,"M",2002,6,TRUE
"4962",20221,25,101.2,107.9,"F",2002,3,FALSE
"4963",20224,30,126.8,136.5,"F",2006,3,FALSE
"4964",20227,26,NA,88.68,"F",2007,4,TRUE
"4965",20231,44,97.32,101.5,"F",2003,5,TRUE
"4966",20236,46,NA,98.73,"F",2008,3,FALSE
"4967",20239,44,NA,79.1,"F",2007,3,FALSE
"4968",20242,35,79.38,82.78,"F",2006,4,TRUE
"4969",20246,52,85.58,89.32,"F",2002,4,TRUE
"4970",20250,45,76.73,77.87,"M",2002,4,TRUE
"4971",20254,31,99.32,102.9,"F",2006,3,FALSE
"4972",20257,47,NA,105.2,"F",2008,3,FALSE
"4973",20260,29,95.37,95.87,"F",2001,6,TRUE
"4974",20266,45,100.1,105,"F",2002,6,TRUE
"4975",20272,39,68.72,68.98,"F",2003,6,TRUE
"4976",20278,40,81.57,88,"F",2005,3,FALSE
"4977",20281,44,94.35,96.48,"M",2004,3,FALSE
"4978",20284,51,79.95,80.42,"M",2001,4,TRUE
"4979",20288,29,99.52,102.4,"M",2003,3,FALSE
"4980",20291,41,69.77,70.03,"M",2004,3,FALSE
"4981",20294,53,114.7,120.9,"M",2002,6,TRUE
"4982",20300,44,69.22,69.77,"M",2004,5,TRUE
"4983",20305,55,95.8,102,"M",2003,5,TRUE
"4984",20310,45,67.28,67.5,"M",2005,3,FALSE
"4985",20313,59,70.08,70.25,"M",2003,4,TRUE
"4986",20317,38,87.8,88.77,"M",2004,4,TRUE
"4987",20321,46,80.52,86.62,"M",2002,8,TRUE
"4988",20329,59,NA,90.97,"M",2007,3,FALSE
"4989",20332,59,92.87,99.3,"M",2003,6,TRUE
"4990",20338,47,68.58,68.83,"M",2001,5,TRUE
"4991",20343,48,85.93,88.03,"M",2001,9,TRUE
"4992",20352,36,82.93,84.88,"M",2003,5,TRUE
"4993",20357,54,75.05,75.65,"M",2005,3,FALSE
"4994",20360,42,NA,78.23,"M",2008,3,FALSE
"4995",20363,40,66.42,66.97,"M",2003,4,TRUE
"4996",20367,33,67.73,68.07,"M",2004,3,FALSE
"4997",20370,72,NA,119.7,"M",2008,3,FALSE
"4998",20373,28,91.13,97.93,"F",2003,4,TRUE
"4999",20377,57,NA,110,"M",2007,3,FALSE
"5000",20380,42,NA,64.85,"M",2008,3,FALSE
"5001",20383,42,79.1,80.02,"M",2002,4,TRUE
"5002",20387,52,NA,105.2,"M",2008,3,FALSE
"5003",20390,53,NA,85.15,"M",2008,3,FALSE
"5004",20393,57,93.72,95.18,"M",2002,4,TRUE
"5005",20397,42,75.88,76.75,"M",2002,4,TRUE
"5006",20401,58,96.2,101.3,"M",2004,4,TRUE
"5007",20405,34,78.65,80.83,"M",2005,3,FALSE
"5008",20408,56,93.12,99.52,"M",2003,6,TRUE
"5009",20414,42,66.1,66.1,"M",2003,7,TRUE
"5010",20421,57,108,114,"M",2004,4,TRUE
"5011",20425,49,95.62,96.93,"M",2003,5,TRUE
"5012",20430,47,78.53,82.68,"M",2002,5,TRUE
"5013",20435,52,NA,107.2,"M",2008,3,FALSE
"5014",20438,59,93.92,97.28,"M",2002,6,TRUE
"5015",20444,24,51.23,51.27,"M",2003,3,FALSE
"5016",20447,48,NA,103.1,"M",2008,3,FALSE
"5017",20450,64,88.07,88.8,"M",2003,4,TRUE
"5018",20454,39,94.68,96.02,"F",2001,5,TRUE
"5019",20459,45,NA,102.5,"M",2007,3,FALSE
"5020",20462,54,65.88,66.08,"M",2001,10,TRUE
"5021",20472,32,85.7,88.02,"F",2002,3,FALSE
"5022",20475,37,NA,81.07,"F",2007,4,TRUE
"5023",20479,45,113,115.6,"F",2005,5,TRUE
"5024",20484,50,NA,105.4,"F",2008,3,FALSE
"5025",20487,41,NA,76.43,"F",2008,3,FALSE
"5026",20490,53,85.78,86.22,"F",2006,3,FALSE
"5027",20493,36,95.23,99.7,"F",2001,9,TRUE
"5028",20502,60,NA,108.2,"F",2008,3,FALSE
"5029",20505,28,101.3,106.5,"F",2002,3,FALSE
"5030",20508,38,NA,83.9,"F",2007,4,TRUE
"5031",20512,61,105.6,110.3,"F",2005,4,TRUE
"5032",20516,33,101.8,105.6,"F",2003,3,FALSE
"5033",20519,50,121.4,128.8,"F",2005,5,TRUE
"5034",20524,29,110.8,110.8,"F",2005,3,FALSE
"5035",20527,60,97.83,99.92,"F",2002,7,TRUE
"5036",20534,52,113,120.7,"F",2006,3,FALSE
"5037",20537,51,94.5,95.67,"F",2003,6,TRUE
"5038",20543,27,NA,93.67,"M",2008,3,FALSE
"5039",20546,30,NA,71.97,"M",2007,3,FALSE
"5040",20549,30,NA,107.4,"F",2008,3,FALSE
"5041",20552,35,90.38,93.33,"F",2004,7,TRUE
"5042",20559,49,92.47,100.3,"F",2005,3,FALSE
"5043",20562,32,86.88,90.42,"M",2004,7,TRUE
"5044",20569,39,108.3,112.7,"M",2001,9,TRUE
"5045",20578,43,66.15,66.2,"M",2002,5,TRUE
"5046",20583,48,92.12,92.85,"M",2006,4,TRUE
"5047",20587,44,86.17,88.42,"M",2004,3,FALSE
"5048",20590,33,75.3,77.07,"M",2002,3,FALSE
"5049",20593,50,71.2,71.75,"M",2002,8,TRUE
"5050",20601,43,NA,69.92,"M",2008,3,FALSE
"5051",20604,44,80.78,81.55,"M",2004,6,TRUE
"5052",20610,51,NA,90.98,"M",2008,3,FALSE
"5053",20613,63,108.1,111.2,"M",2002,6,TRUE
"5054",20619,50,85.38,86.37,"M",2001,4,TRUE
"5055",20623,57,NA,94.88,"M",2007,3,FALSE
"5056",20626,36,NA,95.1,"F",2008,3,FALSE
"5057",20629,42,77.33,78.63,"F",2001,6,TRUE
"5058",20635,32,72.35,72.75,"F",2002,3,FALSE
"5059",20638,38,104.4,109.2,"F",2001,6,TRUE
"5060",20644,31,NA,96.15,"F",2007,4,TRUE
"5061",20648,45,NA,91.22,"F",2007,3,FALSE
"5062",20651,30,NA,84.38,"M",2008,3,FALSE
"5063",20654,25,79.57,83.02,"M",2006,3,FALSE
"5064",20657,32,81.57,83.6,"M",2006,4,TRUE
"5065",20661,28,NA,89.77,"M",2008,3,FALSE
"5066",20664,26,NA,84.97,"M",2008,3,FALSE
"5067",20667,27,78.68,79.65,"M",2004,4,TRUE
"5068",20671,31,81,84.07,"M",2004,3,FALSE
"5069",20674,26,76.35,76.87,"M",2000,3,FALSE
"5070",20677,39,80.95,83.28,"F",2004,5,TRUE
"5071",20682,62,107.8,111.6,"F",2004,5,TRUE
"5072",20687,25,NA,70.23,"F",2007,4,TRUE
"5073",20691,36,86.58,93.58,"M",2005,5,TRUE
"5074",20696,35,NA,91.67,"M",2008,3,FALSE
"5075",20699,48,95.12,102.4,"F",2005,3,FALSE
"5076",20702,51,116.5,122.2,"F",2003,3,FALSE
"5077",20705,24,NA,88.85,"M",2008,3,FALSE
"5078",20708,32,85.42,87.23,"M",2002,5,TRUE
"5079",20713,27,NA,70.05,"M",2007,4,TRUE
"5080",20717,32,NA,59.45,"M",2008,3,FALSE
"5081",20720,26,60.6,60.65,"M",2006,4,TRUE
"5082",20724,23,NA,81.75,"M",2007,3,FALSE
"5083",20727,61,91.77,95.95,"M",2004,6,TRUE
"5084",20733,52,94.47,95.92,"M",2002,5,TRUE
"5085",20738,31,NA,46.63,"M",2008,3,FALSE
"5086",20741,43,70.38,70.52,"M",2001,8,TRUE
"5087",20749,61,91.45,93.5,"M",2003,3,FALSE
"5088",20752,53,NA,105,"M",2008,3,FALSE
"5089",20755,31,78.33,79.12,"M",2003,5,TRUE
"5090",20760,42,NA,88.45,"F",2007,4,TRUE
"5091",20764,26,80.58,81.8,"F",2004,3,FALSE
"5092",20767,29,88.55,91.05,"F",2001,5,TRUE
"5093",20772,31,105.8,111.3,"F",2003,4,TRUE
"5094",20776,53,69.67,69.82,"F",2003,6,TRUE
"5095",20782,43,99.27,102.7,"F",2002,4,TRUE
"5096",20786,57,88.47,90.58,"F",2004,4,TRUE
"5097",20790,29,NA,107.2,"F",2008,3,FALSE
"5098",20793,27,NA,99.38,"F",2007,3,FALSE
"5099",20796,27,NA,88.4,"F",2008,3,FALSE
"5100",20799,48,99.28,101.9,"F",2005,5,TRUE
"5101",20804,42,115.5,123.1,"F",2004,5,TRUE
"5102",20809,58,92.63,98.63,"F",2004,3,FALSE
"5103",20812,44,88.05,89.38,"F",2005,3,FALSE
"5104",20815,44,76.52,76.77,"F",2001,4,TRUE
"5105",20819,57,NA,101.1,"F",2007,3,FALSE
"5106",20822,46,NA,117.8,"F",2007,3,FALSE
"5107",20825,48,82.62,83.12,"F",2003,3,FALSE
"5108",20828,48,NA,84.57,"F",2008,3,FALSE
"5109",20831,42,70.4,70.95,"F",2004,3,FALSE
"5110",20834,48,NA,94.42,"F",2007,3,FALSE
"5111",20837,41,74.08,76.65,"F",2002,4,TRUE
"5112",20841,44,76.47,79.43,"F",2006,3,FALSE
"5113",20844,52,83.92,85.87,"F",2004,5,TRUE
"5114",20849,34,88.4,92.98,"M",2002,3,FALSE
"5115",20852,27,NA,98.18,"F",2008,3,FALSE
"5116",20855,39,99.45,106.1,"F",2004,4,TRUE
"5117",20859,26,103.8,111,"F",2006,3,FALSE
"5118",20862,30,97.07,102.9,"F",2002,5,TRUE
"5119",20867,32,NA,88.97,"F",2008,3,FALSE
"5120",20870,44,133,134.8,"F",2005,3,FALSE
"5121",20873,28,80.43,81.92,"F",2006,5,TRUE
"5122",20878,30,74.18,75.62,"F",2003,3,FALSE
"5123",20881,26,86.48,90.7,"F",2006,5,TRUE
"5124",20886,29,100.4,107.8,"F",2001,6,TRUE
"5125",20892,32,84.8,86.28,"F",2003,8,TRUE
"5126",20900,27,NA,105.9,"F",2008,3,FALSE
"5127",20903,36,103.8,107.6,"F",2001,4,TRUE
"5128",20907,27,82.57,84.8,"F",2003,6,TRUE
"5129",20913,27,NA,88.68,"F",2007,3,FALSE
"5130",20916,32,NA,98.1,"F",2007,3,FALSE
"5131",20919,22,NA,90.2,"F",2007,3,FALSE
"5132",20922,42,72.4,72.45,"F",2003,4,TRUE
"5133",20926,31,NA,72.18,"F",2007,3,FALSE
"5134",20929,35,102.8,110.2,"F",2006,3,FALSE
"5135",20932,29,90.72,98.55,"F",2004,4,TRUE
"5136",20936,35,NA,97.7,"F",2007,4,TRUE
"5137",20940,29,78.57,82.55,"F",2004,3,FALSE
"5138",20943,26,NA,110.1,"F",2008,3,FALSE
"5139",20946,41,NA,87.28,"F",2008,3,FALSE
"5140",20949,26,86.45,90.13,"F",2005,3,FALSE
"5141",20952,27,NA,91.42,"F",2008,3,FALSE
"5142",20955,51,NA,118.4,"F",2008,3,FALSE
"5143",20958,36,88.78,91.92,"F",2005,6,TRUE
"5144",20964,25,87.72,89.48,"F",2004,4,TRUE
"5145",20968,29,NA,88.03,"F",2008,3,FALSE
"5146",20971,39,85.8,86.98,"F",2002,3,FALSE
"5147",20974,33,NA,106.9,"F",2008,3,FALSE
"5148",20977,32,82.13,89.1,"F",2004,3,FALSE
"5149",20980,25,NA,106.4,"F",2008,3,FALSE
"5150",20983,34,104.9,109.1,"F",2006,3,FALSE
"5151",20986,29,66.03,66.1,"F",2006,5,TRUE
"5152",20991,28,92.17,96.23,"F",2005,3,FALSE
"5153",20994,31,NA,102.1,"F",2008,3,FALSE
"5154",20997,47,NA,113.9,"F",2007,4,TRUE
"5155",21001,30,90.88,90.88,"F",2003,3,FALSE
"5156",21004,26,87.48,88.33,"F",2005,3,FALSE
"5157",21007,24,NA,89.82,"F",2008,3,FALSE
"5158",21010,28,96.95,102.4,"F",2001,3,FALSE
"5159",21013,49,NA,78.88,"M",2007,3,FALSE
"5160",21016,26,67.88,68.9,"M",2006,4,TRUE
"5161",21020,43,NA,96.52,"M",2008,3,FALSE
"5162",21023,29,85.38,89.73,"M",2005,4,TRUE
"5163",21027,44,85.28,85.45,"M",2003,7,TRUE
"5164",21034,30,75.98,76.6,"M",2003,4,TRUE
"5165",21038,41,69.73,72.27,"M",2001,4,TRUE
"5166",21042,43,68.4,68.63,"M",2001,7,TRUE
"5167",21049,55,96.12,100.8,"M",2003,3,FALSE
"5168",21052,29,69.03,70.77,"M",2006,3,FALSE
"5169",21055,41,89.65,89.85,"M",2001,3,FALSE
"5170",21058,36,61.25,61.4,"M",2003,8,TRUE
"5171",21066,39,85.97,90.7,"M",2003,6,TRUE
"5172",21072,44,85.7,85.92,"M",2002,7,TRUE
"5173",21079,35,75.08,79.07,"M",2003,8,TRUE
"5174",21087,43,91.22,91.22,"M",2005,6,TRUE
"5175",21093,34,66.5,66.82,"M",2006,5,TRUE
"5176",21098,40,64.3,64.58,"M",2003,4,TRUE
"5177",21102,32,91.43,97.25,"M",2001,6,TRUE
"5178",21108,43,88.7,92.22,"M",2005,4,TRUE
"5179",21112,32,100.6,109,"M",2006,3,FALSE
"5180",21115,30,83.2,85.23,"M",2004,3,FALSE
"5181",21118,44,NA,84.13,"M",2008,3,FALSE
"5182",21121,39,NA,78.8,"M",2008,3,FALSE
"5183",21124,43,84.8,87.17,"M",2001,5,TRUE
"5184",21129,43,83.75,87.5,"M",2003,4,TRUE
"5185",21133,42,NA,70.35,"M",2008,3,FALSE
"5186",21136,40,NA,72.38,"M",2007,3,FALSE
"5187",21139,42,98.97,103.7,"M",2005,4,TRUE
"5188",21143,39,NA,76.53,"M",2007,4,TRUE
"5189",21147,41,NA,77.6,"M",2008,3,FALSE
"5190",21150,48,79.8,81.03,"M",2006,3,FALSE
"5191",21153,43,NA,84.23,"M",2007,4,TRUE
"5192",21157,40,NA,76.22,"M",2008,3,FALSE
"5193",21160,41,87.35,92.05,"M",2004,5,TRUE
"5194",21165,51,68.72,69.18,"M",2001,3,FALSE
"5195",21168,37,97.08,97.08,"M",2005,3,FALSE
"5196",21171,38,NA,66.48,"M",2007,3,FALSE
"5197",21174,43,72.35,72.75,"M",2001,5,TRUE
"5198",21179,35,52.95,52.95,"M",2003,3,FALSE
"5199",21182,31,NA,92.9,"M",2008,3,FALSE
"5200",21185,28,96.63,102.1,"M",2005,3,FALSE
"5201",21188,29,85.68,90.52,"F",2004,5,TRUE
"5202",21193,34,NA,74.92,"M",2007,4,TRUE
"5203",21197,39,NA,80.63,"M",2008,3,FALSE
"5204",21200,30,81.08,85.7,"M",2002,6,TRUE
"5205",21206,37,NA,69.45,"M",2008,3,FALSE
"5206",21209,40,84.25,84.95,"M",2003,5,TRUE
"5207",21214,29,NA,99.27,"M",2007,3,FALSE
"5208",21217,32,NA,82.03,"M",2007,4,TRUE
"5209",21221,28,78.78,80.53,"M",2001,6,TRUE
"5210",21227,32,85.78,88.2,"M",2003,5,TRUE
"5211",21232,28,NA,74.18,"M",2008,3,FALSE
"5212",21235,38,105.9,112.2,"M",2003,3,FALSE
"5213",21238,35,61.88,62.1,"M",2006,5,TRUE
"5214",21243,31,117.6,119.6,"M",2003,4,TRUE
"5215",21247,31,94.2,100.6,"F",2006,3,FALSE
"5216",21250,40,NA,68.73,"M",2008,3,FALSE
"5217",21253,66,NA,99.37,"F",2007,3,FALSE
"5218",21256,30,64.58,65.02,"M",2003,3,FALSE
"5219",21259,29,NA,69.2,"M",2007,3,FALSE
"5220",21262,30,83.5,90.57,"M",2002,4,TRUE
"5221",21266,25,NA,80.12,"M",2007,4,TRUE
"5222",21270,30,96.88,99.13,"F",2004,3,FALSE
"5223",21273,25,85.53,85.53,"F",2005,3,FALSE
"5224",21276,29,95.22,100.6,"F",2004,3,FALSE
"5225",21279,40,103.1,107.1,"F",2005,3,FALSE
"5226",21282,31,NA,84.35,"F",2007,3,FALSE
"5227",21285,32,NA,113.5,"F",2008,3,FALSE
"5228",21288,39,78.67,79.63,"F",2006,4,TRUE
"5229",21292,30,NA,82.72,"F",2007,3,FALSE
"5230",21295,32,92.38,95.9,"F",2003,6,TRUE
"5231",21301,28,90.02,92.52,"F",2001,8,TRUE
"5232",21309,29,NA,102.4,"F",2007,4,TRUE
"5233",21313,29,100,103.4,"F",2005,3,FALSE
"5234",21316,33,102,109.6,"F",2004,4,TRUE
"5235",21320,46,98.78,101.8,"F",2005,4,TRUE
"5236",21324,59,69.72,69.83,"F",2001,5,TRUE
"5237",21329,62,119.8,126.6,"F",2005,3,FALSE
"5238",21332,43,111.6,117.2,"F",2002,5,TRUE
"5239",21337,52,84.83,90.05,"F",2005,5,TRUE
"5240",21342,30,NA,111.6,"F",2008,3,FALSE
"5241",21345,48,69.47,69.5,"F",2006,4,TRUE
"5242",21349,40,106,111.5,"F",2001,4,TRUE
"5243",21353,36,NA,91.97,"F",2007,3,FALSE
"5244",21356,28,58.73,58.8,"F",2002,3,FALSE
"5245",21359,42,75.08,75.53,"F",2005,5,TRUE
"5246",21364,25,92.28,97.72,"F",2005,3,FALSE
"5247",21367,58,102.9,107.1,"F",2001,6,TRUE
"5248",21373,36,NA,106,"F",2007,3,FALSE
"5249",21376,29,101.6,103.3,"M",2003,3,FALSE
"5250",21379,53,NA,107.4,"F",2008,3,FALSE
"5251",21382,31,97.37,99.3,"M",2005,3,FALSE
"5252",21385,37,NA,85.87,"M",2007,4,TRUE
"5253",21389,36,101.3,105.5,"M",2003,6,TRUE
"5254",21395,31,94.2,96.68,"F",2003,3,FALSE
"5255",21398,44,104.1,105.1,"M",2006,4,TRUE
"5256",21402,29,122.1,128.2,"M",2005,4,TRUE
"5257",21406,38,111.3,113,"M",2005,4,TRUE
"5258",21410,38,78.92,81.3,"F",2001,5,TRUE
"5259",21415,34,138.2,146,"F",2004,3,FALSE
"5260",21418,36,100.5,105,"F",2003,4,TRUE
"5261",21422,65,104.5,104.8,"F",2005,3,FALSE
"5262",21425,54,114.6,117.9,"M",2003,4,TRUE
"5263",21429,56,105.6,111.2,"M",2002,4,TRUE
"5264",21433,45,73.57,73.77,"F",2001,7,TRUE
"5265",21440,36,89.68,92.78,"F",2005,6,TRUE
"5266",21446,37,99.82,104.6,"F",2002,3,FALSE
"5267",21449,29,90.42,93.8,"F",2004,5,TRUE
"5268",21454,29,NA,93.15,"F",2008,3,FALSE
"5269",21457,30,107.2,113.7,"F",2003,4,TRUE
"5270",21461,27,77.77,78.22,"F",2002,5,TRUE
"5271",21466,57,97.88,102.6,"F",2001,3,FALSE
"5272",21469,32,111.6,116.6,"F",2004,3,FALSE
"5273",21472,42,94,98.87,"F",2003,5,TRUE
"5274",21477,41,67.03,67.32,"M",2002,4,TRUE
"5275",21481,77,NA,157.8,"F",2007,3,FALSE
"5276",21484,27,78.05,80.07,"M",2004,3,FALSE
"5277",21487,56,92.88,96.3,"M",2003,8,TRUE
"5278",21495,49,84.28,85.37,"M",2004,4,TRUE
"5279",21499,29,112.7,119,"F",2003,5,TRUE
"5280",21504,25,NA,75.33,"F",2008,3,FALSE
"5281",21507,42,NA,84.37,"F",2008,3,FALSE
"5282",21510,36,NA,85.23,"M",2008,3,FALSE
"5283",21513,45,NA,90.7,"M",2007,3,FALSE
"5284",21516,35,NA,101.1,"F",2007,4,TRUE
"5285",21520,57,78.45,79.27,"M",2002,3,FALSE
"5286",21523,34,NA,104.4,"F",2008,3,FALSE
"5287",21526,35,107.3,114.3,"M",2005,3,FALSE
"5288",21529,51,79.1,81.07,"M",2004,4,TRUE
"5289",21533,47,96.55,102.3,"F",2001,5,TRUE
"5290",21538,42,76.5,77.3,"M",2003,3,FALSE
"5291",21541,35,105.5,111.5,"F",2004,4,TRUE
"5292",21545,38,92.42,94.13,"F",2004,3,FALSE
"5293",21548,25,93.68,97.7,"F",2006,3,FALSE
"5294",21551,31,86.32,89.08,"F",2002,6,TRUE
"5295",21557,26,86.28,89.4,"F",2001,4,TRUE
"5296",21561,31,96.42,103.8,"F",2006,3,FALSE
"5297",21564,39,118.1,123.5,"F",2002,3,FALSE
"5298",21567,40,106.5,106.5,"F",2005,4,TRUE
"5299",21571,32,115.2,120.4,"F",2001,3,FALSE
"5300",21574,26,NA,110.4,"F",2007,4,TRUE
"5301",21578,34,NA,93.28,"F",2008,3,FALSE
"5302",21581,32,87.72,89.38,"F",2006,4,TRUE
"5303",21585,30,91.37,93.4,"F",2003,3,FALSE
"5304",21588,35,107.3,113.8,"F",2003,3,FALSE
"5305",21591,42,92.47,95.58,"F",2004,4,TRUE
"5306",21595,68,NA,81.72,"M",2007,3,FALSE
"5307",21598,63,NA,107.3,"M",2008,3,FALSE
"5308",21601,38,71.75,71.93,"M",2002,4,TRUE
"5309",21605,59,NA,83.05,"M",2008,3,FALSE
"5310",21608,32,110,114.2,"F",2003,4,TRUE
"5311",21612,40,100.6,100.6,"F",2005,3,FALSE
"5312",21615,41,91.32,94.95,"M",2003,4,TRUE
"5313",21619,53,105.8,118,"M",2001,5,TRUE
"5314",21624,30,NA,82.3,"M",2007,4,TRUE
"5315",21628,49,95.02,96.98,"F",2004,3,FALSE
"5316",21631,31,113.9,121.5,"F",2004,3,FALSE
"5317",21634,37,112.2,115.7,"F",2001,4,TRUE
"5318",21638,50,NA,86.33,"F",2007,3,FALSE
"5319",21641,27,NA,82.37,"F",2008,3,FALSE
"5320",21644,25,88.92,90.22,"F",2003,4,TRUE
"5321",21648,36,79.38,80.98,"F",2004,4,TRUE
"5322",21652,28,99.45,104.2,"F",2003,3,FALSE
"5323",21655,38,100.8,108.2,"F",2003,4,TRUE
"5324",21659,29,81.02,84.3,"F",2003,5,TRUE
"5325",21664,30,87.3,90.12,"F",2001,6,TRUE
"5326",21670,36,NA,111.6,"F",2007,3,FALSE
"5327",21673,34,112.4,118.5,"F",2005,3,FALSE
"5328",21676,48,88.02,88.73,"F",2002,6,TRUE
"5329",21682,35,NA,65.48,"M",2007,4,TRUE
"5330",21686,54,75.1,75.82,"M",2002,5,TRUE
"5331",21691,40,85.27,91.53,"M",2005,3,FALSE
"5332",21694,35,65.68,66.02,"M",2001,4,TRUE
"5333",21698,65,96.82,99.5,"M",2001,5,TRUE
"5334",21703,51,82.12,83.82,"M",2002,3,FALSE
"5335",21706,36,67.92,68.63,"M",2006,3,FALSE
"5336",21709,42,73.7,74.7,"M",2004,4,TRUE
"5337",21713,50,63.07,63.13,"M",2003,3,FALSE
"5338",21716,57,NA,110.2,"M",2007,3,FALSE
"5339",21719,49,80.02,83.15,"M",2002,7,TRUE
"5340",21726,39,68,68.35,"M",2004,6,TRUE
"5341",21732,54,NA,91.78,"M",2008,3,FALSE
"5342",21735,57,NA,93.3,"M",2008,3,FALSE
"5343",21738,49,NA,78.85,"M",2007,4,TRUE
"5344",21742,60,72.42,72.57,"M",2001,8,TRUE
"5345",21750,37,95.73,101.9,"M",2003,3,FALSE
"5346",21753,38,62.47,62.5,"M",2006,4,TRUE
"5347",21757,32,97.95,100.3,"M",2005,3,FALSE
"5348",21760,58,85.72,87.23,"M",2003,7,TRUE
"5349",21767,38,79.95,85.42,"M",2006,3,FALSE
"5350",21770,42,83.9,90.02,"M",2001,3,FALSE
"5351",21773,40,55.7,55.73,"M",2001,10,TRUE
"5352",21783,51,80.62,83.87,"M",2002,3,FALSE
"5353",21786,43,73.85,74.97,"M",2004,4,TRUE
"5354",21790,55,NA,88.28,"M",2007,4,TRUE
"5355",21794,49,78.35,79,"M",2001,6,TRUE
"5356",21800,32,96.67,102.2,"M",2003,7,TRUE
"5357",21807,44,83.68,89.83,"M",2002,4,TRUE
"5358",21811,41,NA,82.03,"M",2008,3,FALSE
"5359",21814,54,102.8,107.3,"M",2002,3,FALSE
"5360",21817,38,NA,73.9,"M",2008,3,FALSE
"5361",21820,45,78.82,79.43,"M",2001,5,TRUE
"5362",21825,36,71.08,71.58,"M",2004,3,FALSE
"5363",21828,33,89.37,91.95,"M",2005,3,FALSE
"5364",21831,42,105.5,107.9,"M",2001,8,TRUE
"5365",21839,61,83.7,84.82,"M",2004,4,TRUE
"5366",21843,49,89.88,91.4,"M",2001,4,TRUE
"5367",21847,46,97.73,100,"M",2001,9,TRUE
"5368",21856,40,92.28,98.75,"M",2004,3,FALSE
"5369",21859,54,74.97,75.18,"M",2001,6,TRUE
